"period","indexName","subIndex","priceChange","totalValue","priceChangeWeighted"
2007-02-01,"Primary Producer Price Index","Processed Moon Materials",0.91877,40021058080.1414,-0.001781
2007-02-01,"Primary Producer Price Index","Raw Moon Materials",0.797054,56804790636.8314,-0.006316
2007-02-01,"Primary Producer Price Index","Reactions",1.020919,2077004004.0304,0.000023
2007-02-01,"Secondary Producer Price Index","Blueprints",0.999296,1758667492542.12,-0.000136
2007-02-01,"Secondary Producer Price Index","Capital Ship Components",1.01444,63475498890.3535,0.0001
2007-02-01,"Secondary Producer Price Index","Commodity",0.980676,4629334153442.6,-0.009857
2007-02-01,"Secondary Producer Price Index","Planetary Commodities",1.01498,27680287730.8771,0.000045
2007-02-01,"Secondary Producer Price Index","Planetary Refined Commodities",1.00429,853786241608.936,0.000403
2007-02-01,"Secondary Producer Price Index","Planetary Specialized Commodities",1.003225,653251370538.357,0.000232
2007-02-01,"Secondary Producer Price Index","Salvaged materials",0.705052,843724258801.677,-0.02742
2007-02-01,"Secondary Producer Price Index","Station components",0.997912,105696397551.903,-0.000024
2007-02-01,"Secondary Producer Price Index","Tech II construction components",1.012024,139771714399.156,0.000185
2007-03-01,"Consumer Price Index","Ammo",0.964509,443565950216.465,-0.000598
2007-03-01,"Consumer Price Index","Boosters",0.857902,518173284.4339,-0.000002
2007-03-01,"Consumer Price Index","Commodity",1.001528,1287490048161.25,0.000074
2007-03-01,"Consumer Price Index","Drones",0.948535,205568145588.6,-0.000402
2007-03-01,"Consumer Price Index","Ice Products",1.027477,769889476842.53,0.000804
2007-03-01,"Consumer Price Index","Implants",0.952496,2471507670104.62,-0.004462
2007-03-01,"Consumer Price Index","Insignias",0.996479,326287519993.586,-0.000043
2007-03-01,"Consumer Price Index","Skills",0.998361,2456066306395.74,-0.000153
2007-03-01,"Consumer Price Index","Starbase structures",0.994541,1083529280934.34,-0.000224
2007-03-01,"Consumer Price Index","Tech I modules",0.972468,3598175976836.32,-0.003765
2007-03-01,"Consumer Price Index","Tech I Rigs",0.824453,1073526212060.29,-0.007162
2007-03-01,"Consumer Price Index","Tech I ships",0.985948,5814435082618.95,-0.003105
2007-03-01,"Consumer Price Index","Tech II modules",0.877492,4380323131562.01,-0.020396
2007-03-01,"Consumer Price Index","Tech II Rigs",0.870875,3321955907.5841,-0.000016
2007-03-01,"Consumer Price Index","Tech II ships",0.961044,2395778579554.35,-0.003547
2007-03-01,"Mineral Price Index","High-End Minerals",0.888046,2370642655426.18,-0.046309
2007-03-01,"Mineral Price Index","Low-End Minerals",1.040275,3360461298424.09,0.023615
2007-03-01,"Primary Producer Price Index","Advanced Moon Materials",1.036439,259476117485.574,0.005389
2007-03-01,"Primary Producer Price Index","Alloys & Compounds",0.862622,107433337993.711,-0.008412
2007-03-01,"Primary Producer Price Index","Commodity",0.511341,109092806605.771,-0.030384
2007-03-01,"Primary Producer Price Index","Datacores",0.226475,80052229686.7611,-0.035293
2007-03-01,"Primary Producer Price Index","Decryptors",1.493543,65956718963.4511,0.018553
2007-03-01,"Primary Producer Price Index","Ice",1.018681,177502755679.214,0.001889
2007-03-01,"Primary Producer Price Index","Ore",0.996139,155013658427.743,-0.000341
2007-03-01,"Primary Producer Price Index","Planetary Processed Materials",0.996144,37650306422.48,-0.000082
2007-03-01,"Primary Producer Price Index","Planetary Refined Commodities",0.998774,361830424868.904,-0.000252
2007-03-01,"Primary Producer Price Index","Planetary Specialized Commodities",1.005578,318031762813.663,0.001011
2007-03-01,"Primary Producer Price Index","Processed Moon Materials",0.977777,33027505691.3392,-0.000418
2007-03-01,"Primary Producer Price Index","Raw Moon Materials",0.96417,47834832901.9049,-0.000976
2007-03-01,"Primary Producer Price Index","Reactions",0.951564,1580929138.9987,-0.000043
2007-03-01,"Secondary Producer Price Index","Blueprints",1.0002,1806480562544.52,0.000043
2007-03-01,"Secondary Producer Price Index","Capital Ship Components",0.952917,63055729295.0912,-0.000356
2007-03-01,"Secondary Producer Price Index","Commodity",0.969491,3901680640856.85,-0.014278
2007-03-01,"Secondary Producer Price Index","Planetary Commodities",0.994807,24371912598.8226,-0.000015
2007-03-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.995561,747325289493.962,-0.000397
2007-03-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.996909,585092999169.615,-0.000216
2007-03-01,"Secondary Producer Price Index","Salvaged materials",0.865208,975011647387.839,-0.015764
2007-03-01,"Secondary Producer Price Index","Starbase structures",0.756668,51037285.5045,-0.000001
2007-03-01,"Secondary Producer Price Index","Station components",1.002447,111405234186.99,0.000032
2007-03-01,"Secondary Producer Price Index","Tech II construction components",1.036042,122267010818.281,0.000528
2007-04-01,"Consumer Price Index","Ammo",0.959463,484385557280.121,-0.000672
2007-04-01,"Consumer Price Index","Boosters",0.940261,1082240775.2601,-0.000002
2007-04-01,"Consumer Price Index","Commodity",0.998683,1357146465775.43,-0.000061
2007-04-01,"Consumer Price Index","Drones",0.965465,222488709916.712,-0.000263
2007-04-01,"Consumer Price Index","Ice Products",1.054058,1013741305823.89,0.001877
2007-04-01,"Consumer Price Index","Implants",1.052584,3145055531468.72,0.005664
2007-04-01,"Consumer Price Index","Insignias",0.999274,527030822303.416,-0.000013
2007-04-01,"Consumer Price Index","Skills",1.005708,2927853915415.34,0.000572
2007-04-01,"Consumer Price Index","Starbase structures",1.001009,1135031832325.57,0.000039
2007-04-01,"Consumer Price Index","Tech I modules",0.930153,4037551330544.86,-0.009659
2007-04-01,"Consumer Price Index","Tech I Rigs",0.943152,1431430567838.36,-0.002787
2007-04-01,"Consumer Price Index","Tech I ships",0.96262,6462942429353.81,-0.008275
2007-04-01,"Consumer Price Index","Tech II modules",0.714009,3848530009628.67,-0.0377
2007-04-01,"Consumer Price Index","Tech II Rigs",0.74683,23747559961.0446,-0.000205
2007-04-01,"Consumer Price Index","Tech II ships",0.878196,2576143683836.33,-0.010748
2007-04-01,"Mineral Price Index","High-End Minerals",0.875774,2405678572697.77,-0.045765
2007-04-01,"Mineral Price Index","Low-End Minerals",0.998761,4124284458546.58,-0.000782
2007-04-01,"Primary Producer Price Index","Advanced Moon Materials",1.079277,358966189900.414,0.010853
2007-04-01,"Primary Producer Price Index","Alloys & Compounds",0.880231,113913504707.609,-0.005203
2007-04-01,"Primary Producer Price Index","Commodity",0.785704,316878904099.981,-0.025897
2007-04-01,"Primary Producer Price Index","Datacores",0.511037,293146212320.657,-0.054665
2007-04-01,"Primary Producer Price Index","Decryptors",1.204966,179359695316.791,0.01402
2007-04-01,"Primary Producer Price Index","Ice",1.011084,207888530369.022,0.000878
2007-04-01,"Primary Producer Price Index","Ore",0.992188,190610394427.908,-0.000567
2007-04-01,"Primary Producer Price Index","Planetary Processed Materials",0.985923,43791370959.132,-0.000235
2007-04-01,"Primary Producer Price Index","Planetary Refined Commodities",1.000815,418920094569.38,0.00013
2007-04-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.999797,377765501345.256,-0.000029
2007-04-01,"Primary Producer Price Index","Processed Moon Materials",1.081273,45269560862.9277,0.001403
2007-04-01,"Primary Producer Price Index","Raw Moon Materials",1.127325,72899546980.7602,0.003539
2007-04-01,"Primary Producer Price Index","Reaction",0.746693,531496500,-0.000051
2007-04-01,"Primary Producer Price Index","Reactions",1.068049,2123647399.2062,0.000055
2007-04-01,"Secondary Producer Price Index","Blueprints",1.002021,2428934044445.34,0.000464
2007-04-01,"Secondary Producer Price Index","Capital Ship Components",0.963329,71087169262.8886,-0.000246
2007-04-01,"Secondary Producer Price Index","Commodity",0.999771,4837551925423.86,-0.000104
2007-04-01,"Secondary Producer Price Index","Planetary Commodities",0.988189,29165970255.3271,-0.000032
2007-04-01,"Secondary Producer Price Index","Planetary Refined Commodities",1.00562,827366415475.676,0.000439
2007-04-01,"Secondary Producer Price Index","Planetary Specialized Commodities",1.00442,691376748134.879,0.000288
2007-04-01,"Secondary Producer Price Index","Salvaged materials",1.00918,1301282481405.84,0.001129
2007-04-01,"Secondary Producer Price Index","Starbase structures",1.172775,457968733.2274,0.000007
2007-04-01,"Secondary Producer Price Index","Station components",1.001331,162681075854.009,0.00002
2007-04-01,"Secondary Producer Price Index","Tech II construction components",1.122227,227389371968.25,0.002627
2007-05-01,"Consumer Price Index","Ammo",0.977775,515445352190.785,-0.000375
2007-05-01,"Consumer Price Index","Boosters",0.979923,2513994295.0483,-0.000001
2007-05-01,"Consumer Price Index","Commodity",0.997857,1430836681637.22,-0.0001
2007-05-01,"Consumer Price Index","Drones",0.925994,249263236950.05,-0.000605
2007-05-01,"Consumer Price Index","Ice Products",1.142051,1103743834816.67,0.005144
2007-05-01,"Consumer Price Index","Implants",1.004411,3201961642772.55,0.000463
2007-05-01,"Consumer Price Index","Insignias",0.991884,499250407512.274,-0.000132
2007-05-01,"Consumer Price Index","Skills",0.974183,3200885538086.65,-0.002711
2007-05-01,"Consumer Price Index","Starbase structures",0.9983,1264722844557.59,-0.00007
2007-05-01,"Consumer Price Index","Tech I modules",0.94763,3980117359748.43,-0.006839
2007-05-01,"Consumer Price Index","Tech I Rigs",0.954791,1691552667212.15,-0.002509
2007-05-01,"Consumer Price Index","Tech I ships",0.951929,6140479306248.02,-0.009685
2007-05-01,"Consumer Price Index","Tech II modules",0.786728,4138086209828.09,-0.028959
2007-05-01,"Consumer Price Index","Tech II Rigs",0.850666,44098796682.2917,-0.000216
2007-05-01,"Consumer Price Index","Tech II ships",0.898322,3011881120739.88,-0.010049
2007-05-01,"Mineral Price Index","High-End Minerals",0.934773,2500039485138.93,-0.024779
2007-05-01,"Mineral Price Index","Low-End Minerals",0.989129,4080755681414.43,-0.006741
2007-05-01,"Primary Producer Price Index","Advanced Moon Materials",1.347097,582579196565.114,0.058129
2007-05-01,"Primary Producer Price Index","Alloys & Compounds",0.925253,94987186370.4817,-0.002041
2007-05-01,"Primary Producer Price Index","Commodity",0.760781,407514715210.49,-0.028023
2007-05-01,"Primary Producer Price Index","Datacores",0.76617,818848700647.742,-0.055041
2007-05-01,"Primary Producer Price Index","Decryptors",0.793068,237592236212.091,-0.014133
2007-05-01,"Primary Producer Price Index","Ice",1.315981,142306860375.098,0.012926
2007-05-01,"Primary Producer Price Index","Ore",1.021533,184801397756.053,0.001143
2007-05-01,"Primary Producer Price Index","Planetary Processed Materials",1.00901,38796991669.4475,0.0001
2007-05-01,"Primary Producer Price Index","Planetary Refined Commodities",1.001076,413975074342.829,0.000128
2007-05-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.998248,377353330854.052,-0.00019
2007-05-01,"Primary Producer Price Index","Processed Moon Materials",1.328215,74015294618.7507,0.006983
2007-05-01,"Primary Producer Price Index","Raw Moon Materials",1.343166,101552909380.592,0.010018
2007-05-01,"Primary Producer Price Index","Reaction",0.749919,1588999998.5,-0.000114
2007-05-01,"Primary Producer Price Index","Reactions",1.013278,2732400779.3157,0.00001
2007-05-01,"Secondary Producer Price Index","Blueprints",0.998081,2746143422720.05,-0.000491
2007-05-01,"Secondary Producer Price Index","Capital Ship Components",0.981736,107029536980.529,-0.000182
2007-05-01,"Secondary Producer Price Index","Commodity",0.992114,4472568983070.68,-0.003291
2007-05-01,"Secondary Producer Price Index","Planetary Commodities",1.008415,29484292668.6562,0.000023
2007-05-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.999123,846379652640.648,-0.000069
2007-05-01,"Secondary Producer Price Index","Planetary Specialized Commodities",1.001162,630347778670.856,0.000068
2007-05-01,"Secondary Producer Price Index","Salvaged materials",0.987973,1479065904690.95,-0.00166
2007-05-01,"Secondary Producer Price Index","Starbase structures",0.641427,770931435.3702,-0.000025
2007-05-01,"Secondary Producer Price Index","Station components",1.001819,76136676469.5408,0.000012
2007-05-01,"Secondary Producer Price Index","Tech II construction components",1.099968,326381804928.711,0.003045
2007-06-01,"Consumer Price Index","Ammo",1.022418,597125838360.719,0.000408
2007-06-01,"Consumer Price Index","Boosters",1.002029,3475094825.2653,0
2007-06-01,"Consumer Price Index","Commodity",0.962529,1300654023340.04,-0.001487
2007-06-01,"Consumer Price Index","Drones",0.944281,274235486424.796,-0.000466
2007-06-01,"Consumer Price Index","Ice Products",1.039219,1327334782733.81,0.001589
2007-06-01,"Consumer Price Index","Implants",0.83958,2909706430179.53,-0.01425
2007-06-01,"Consumer Price Index","Insignias",1.067209,685419501085.576,0.001406
2007-06-01,"Consumer Price Index","Skills",0.981235,3472282585636.49,-0.001989
2007-06-01,"Consumer Price Index","Starbase structures",0.996553,1470397213966.65,-0.000154
2007-06-01,"Consumer Price Index","Tech I modules",0.957732,4267583924318.75,-0.005507
2007-06-01,"Consumer Price Index","Tech I Rigs",0.964567,1971767709042.58,-0.002133
2007-06-01,"Consumer Price Index","Tech I ships",0.996845,6562579845605.29,-0.000632
2007-06-01,"Consumer Price Index","Tech II modules",0.830314,4268715154308.97,-0.022114
2007-06-01,"Consumer Price Index","Tech II Rigs",1.017754,71891888773.9876,0.000038
2007-06-01,"Consumer Price Index","Tech II ships",0.954875,3571097844895.22,-0.004919
2007-06-01,"Mineral Price Index","High-End Minerals",1.214649,3340362031668.36,0.091372
2007-06-01,"Mineral Price Index","Low-End Minerals",0.953526,4506655603510.09,-0.02669
2007-06-01,"Primary Producer Price Index","Advanced Moon Materials",1.086166,765254525804.049,0.017296
2007-06-01,"Primary Producer Price Index","Alloys & Compounds",1.163193,111466241903.588,0.004771
2007-06-01,"Primary Producer Price Index","Commodity",0.900739,374213988007.413,-0.009743
2007-06-01,"Primary Producer Price Index","Datacores",0.654725,702723732143.516,-0.063643
2007-06-01,"Primary Producer Price Index","Decryptors",0.963869,292378095817.764,-0.00277
2007-06-01,"Primary Producer Price Index","Ice",0.968014,197912083497.784,-0.00166
2007-06-01,"Primary Producer Price Index","Ore",0.992015,218731456724.406,-0.000458
2007-06-01,"Primary Producer Price Index","Planetary Processed Materials",1.006423,42565996681.5366,0.000071
2007-06-01,"Primary Producer Price Index","Planetary Refined Commodities",0.996857,427917609578.52,-0.000352
2007-06-01,"Primary Producer Price Index","Planetary Specialized Commodities",1.002165,412370443293.014,0.000234
2007-06-01,"Primary Producer Price Index","Processed Moon Materials",1.215808,120608812972.115,0.006827
2007-06-01,"Primary Producer Price Index","Raw Moon Materials",1.085088,141885570846.768,0.003166
