"period","indexName","subIndex","priceChange","totalValue","priceChangeWeighted"
2019-04-01,"Secondary Producer Price Index","Planetary Advanced Commodities",1.024247,3879076969074.5,0.000807
2019-04-01,"Secondary Producer Price Index","Planetary Commodities",1.017493,137405663018.887,0.00002
2019-04-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.960507,2486108438304.43,-0.000843
2019-04-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.977387,2429962301340.98,-0.000471
2019-04-01,"Secondary Producer Price Index","Salvaged materials",0.982552,16576907636477.1,-0.002483
2019-04-01,"Secondary Producer Price Index","Starbase structures",1.064969,1128643813098.03,0.000629
2019-04-01,"Secondary Producer Price Index","Station components",1.00461,173649887162.159,0.000006
2019-04-01,"Secondary Producer Price Index","Tech II construction components",0.9859,2088854422836.02,-0.000252
2019-04-01,"Secondary Producer Price Index","Tech III Subsystem Components",0.911546,38502698863.774,-0.000029
2019-05-01,"Consumer Price Index","Accessories",1.034902,190527684306027,0.013506
2019-05-01,"Consumer Price Index","Ammo",0.998885,8498471742167.99,-0.000019
2019-05-01,"Consumer Price Index","Apparel",1.120402,1010116704149.81,0.000247
2019-05-01,"Consumer Price Index","Boosters",1.082284,1675134858272.26,0.000279
2019-05-01,"Consumer Price Index","Citadels",0.994385,1449003125861.86,-0.000016
2019-05-01,"Consumer Price Index","Commodity",1.000554,26565086088743.2,0.000029
2019-05-01,"Consumer Price Index","Complimentary ships",1.068982,33545029667.417,0.000004
2019-05-01,"Consumer Price Index","Drone",0.921625,2088964212040.11,-0.000332
2019-05-01,"Consumer Price Index","Drones",0.934469,14060739623300.4,-0.001871
2019-05-01,"Consumer Price Index","Faction Ships",1.010301,16615668344739.4,0.000347
2019-05-01,"Consumer Price Index","Fighter",1.044284,231977055087.88,0.00002
2019-05-01,"Consumer Price Index","Ice Products",1.043729,10562307309515.6,0.000938
2019-05-01,"Consumer Price Index","Implant",0.974115,6497516653434.85,-0.000341
2019-05-01,"Consumer Price Index","Implants",1.030428,26148459306888.7,0.001616
2019-05-01,"Consumer Price Index","Insignias",1.033361,3095238526145.45,0.000209
2019-05-01,"Consumer Price Index","Officer Modules",1.152567,112112395681.154,0.000034
2019-05-01,"Consumer Price Index","Orbitals",0.930899,158546940585.282,-0.000022
2019-05-01,"Consumer Price Index","Planetary Infrastructure",0.991677,40705384888.9544,0
2019-05-01,"Consumer Price Index","POS Fuel",0.999627,3630968205806.05,-0.000002
2019-05-01,"Consumer Price Index","Scripts",0.936318,15439466592.0293,-0.000001
2019-05-01,"Consumer Price Index","Security Tags",0.966479,447995961098.764,-0.00003
2019-05-01,"Consumer Price Index","Services",1.052745,7323384056345.59,0.000784
2019-05-01,"Consumer Price Index","Skills",0.978351,13294722974612.8,-0.000584
2019-05-01,"Consumer Price Index","SKINs",1.060718,3121862488099,0.000385
2019-05-01,"Consumer Price Index","Sovereignty Structures",1.057736,63542648924.0421,0.000007
2019-05-01,"Consumer Price Index","Starbase structures",0.981892,1881963330764.2,-0.000069
2019-05-01,"Consumer Price Index","Structure",0.953504,2407143294289.95,-0.000227
2019-05-01,"Consumer Price Index","Structure Module",0.984625,2432035727372,-0.000075
2019-05-01,"Consumer Price Index","Subsystem",1.011625,2466275353744.06,0.000058
2019-05-01,"Consumer Price Index","Tech I modules",1.036078,70775695807198.5,0.005186
2019-05-01,"Consumer Price Index","Tech I Rigs",1.028257,3778598895802.73,0.000216
2019-05-01,"Consumer Price Index","Tech I ships",0.988554,16667536269999.6,-0.000387
2019-05-01,"Consumer Price Index","Tech II modules",1.013899,16801740831350.6,0.000474
2019-05-01,"Consumer Price Index","Tech II Rigs",0.993104,12018294600756.2,-0.000168
2019-05-01,"Consumer Price Index","Tech II ships",0.994535,22731124009824,-0.000252
2019-05-01,"Consumer Price Index","Tech III ships",0.920137,3097454025215.15,-0.000502
2019-05-01,"Mineral Price Index","High-End Minerals",0.997888,2928530755411.44,-0.000707
2019-05-01,"Mineral Price Index","Low-End Minerals",0.989014,5815034332484.95,-0.007306
2019-05-01,"Primary Producer Price Index","Advanced Moon Materials",0.991297,8722302252579.17,-0.001929
2019-05-01,"Primary Producer Price Index","Alloys & Compounds",0.629488,190368255.7136,-0.000001
2019-05-01,"Primary Producer Price Index","Asteroid",0.970651,1679565877676,-0.001252
2019-05-01,"Primary Producer Price Index","Blueprint",0.99336,420826406116.121,-0.000071
2019-05-01,"Primary Producer Price Index","Blueprints",1,11600000000,0
2019-05-01,"Primary Producer Price Index","Commodity",0.79294,185866227547.993,-0.000978
2019-05-01,"Primary Producer Price Index","Datacores",0.897663,1340930989180.61,-0.003487
2019-05-01,"Primary Producer Price Index","Decryptors",1.006583,885707826553.003,0.000148
2019-05-01,"Primary Producer Price Index","Hybrid polymers",0.962299,1031859585811.12,-0.000988
2019-05-01,"Primary Producer Price Index","Ice",0.981909,2502009574645.55,-0.00115
2019-05-01,"Primary Producer Price Index","Ore",1.014803,8580601325623.65,0.003227
2019-05-01,"Primary Producer Price Index","Planetary Processed Materials",1.008142,709724617609.005,0.000146
2019-05-01,"Primary Producer Price Index","Planetary Raw Materials",1.048753,23707536733.5898,0.000029
2019-05-01,"Primary Producer Price Index","Planetary Refined Commodities",0.94423,698220482136.522,-0.000989
2019-05-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.995612,503240291577.539,-0.000056
2019-05-01,"Primary Producer Price Index","Processed Moon Materials",0.964654,602709947667.059,-0.000541
2019-05-01,"Primary Producer Price Index","Raw Moon Materials",0.97446,11324909467160.5,-0.00735
2019-05-01,"Primary Producer Price Index","Sleeper relics",0.865962,125223005975.808,-0.000426
2019-05-01,"Secondary Producer Price Index","Accessories",1.046626,55696090188307.5,0.025841
2019-05-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.135853,16121021697.0161,0.000021
2019-05-01,"Secondary Producer Price Index","Ancient Salvaged Materials",1.28534,273770673972.832,0.000777
2019-05-01,"Secondary Producer Price Index","Blueprint",1.002057,237960042869.737,0.000004
2019-05-01,"Secondary Producer Price Index","Blueprints",0.99711,10073281303721.7,-0.000289
2019-05-01,"Secondary Producer Price Index","Boosters",1.446254,32946941912.8697,0.000146
2019-05-01,"Secondary Producer Price Index","Capital Ship Components",0.964566,185746511984.44,-0.000065
2019-05-01,"Secondary Producer Price Index","Commodity",0.932252,9770742931907.86,-0.006587
2019-05-01,"Secondary Producer Price Index","Planetary Advanced Commodities",0.9459,3107539201849.13,-0.001672
2019-05-01,"Secondary Producer Price Index","Planetary Commodities",1.038366,131231441934.798,0.00005
2019-05-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.993049,2364787659033.63,-0.000163
2019-05-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.99867,2161958272510.39,-0.000028
2019-05-01,"Secondary Producer Price Index","Salvaged materials",0.96777,13513905847960.8,-0.004334
2019-05-01,"Secondary Producer Price Index","Starbase structures",0.941746,1040372343742.55,-0.000603
2019-05-01,"Secondary Producer Price Index","Station components",0.993387,98618672865.0144,-0.000006
2019-05-01,"Secondary Producer Price Index","Tech II construction components",1.00041,1753950700157.03,0.000007
2019-05-01,"Secondary Producer Price Index","Tech III Subsystem Components",1.095933,34048335161.913,0.000032
2019-06-01,"Consumer Price Index","Accessories",0.994241,205285352526676,-0.002153
2019-06-01,"Consumer Price Index","Ammo",0.955678,9757068799339.09,-0.000787
2019-06-01,"Consumer Price Index","Apparel",0.872601,746975435756.967,-0.000173
2019-06-01,"Consumer Price Index","Boosters",0.980437,1675225060911.43,-0.000059
2019-06-01,"Consumer Price Index","Citadels",1.119889,2010748952005.49,0.000439
2019-06-01,"Consumer Price Index","Commodity",0.975798,27570514856397.2,-0.001215
2019-06-01,"Consumer Price Index","Complimentary ships",0.885567,32695021934.3113,-0.000006
2019-06-01,"Consumer Price Index","Drone",0.905736,2032832839287.1,-0.000349
2019-06-01,"Consumer Price Index","Drones",0.985419,15135256275312.7,-0.000402
2019-06-01,"Consumer Price Index","Faction Ships",0.992786,18105460254904.5,-0.000237
2019-06-01,"Consumer Price Index","Fighter",1.124801,286957613673.637,0.000065
2019-06-01,"Consumer Price Index","Ice Products",0.979285,11690334855130.1,-0.000441
2019-06-01,"Consumer Price Index","Implant",1.114891,7645116189075.88,0.0016
2019-06-01,"Consumer Price Index","Implants",0.981351,28328592356327.3,-0.000962
2019-06-01,"Consumer Price Index","Insignias",1.039803,3772225874879.19,0.000273
2019-06-01,"Consumer Price Index","Officer Modules",1.063348,93246111670.3934,0.00001
2019-06-01,"Consumer Price Index","Orbitals",0.978943,157114622186.592,-0.000006
2019-06-01,"Consumer Price Index","Planetary Infrastructure",1.003861,52648896146.0179,0
2019-06-01,"Consumer Price Index","POS Fuel",1.005546,3813556029278.25,0.000038
2019-06-01,"Consumer Price Index","Scripts",1.003879,20155961329.7123,0
2019-06-01,"Consumer Price Index","Security Tags",1.101777,556247309922.603,0.000103
2019-06-01,"Consumer Price Index","Services",0.884126,6920248794570.56,-0.00146
2019-06-01,"Consumer Price Index","Skills",1.018868,16517249893824.8,0.000567
2019-06-01,"Consumer Price Index","SKINs",1.074191,3674041973627.96,0.000496
2019-06-01,"Consumer Price Index","Sovereignty Structures",1.158519,130244789530.508,0.000037
2019-06-01,"Consumer Price Index","Starbase structures",0.993465,2152344639683.35,-0.000025
2019-06-01,"Consumer Price Index","Structure",1.084367,3139737109831.01,0.000482
2019-06-01,"Consumer Price Index","Structure Module",1.061352,3003373711677.31,0.000335
2019-06-01,"Consumer Price Index","Subsystem",1.032811,2821469487755.74,0.000168
2019-06-01,"Consumer Price Index","Tech I modules",1.04885,81430106381631.5,0.007246
2019-06-01,"Consumer Price Index","Tech I Rigs",1.107802,4733737687679.89,0.000929
2019-06-01,"Consumer Price Index","Tech I ships",1.030619,20652155787809.8,0.001152
2019-06-01,"Consumer Price Index","Tech II modules",1.005413,19753243987674.8,0.000194
2019-06-01,"Consumer Price Index","Tech II Rigs",1.023844,14135004910814.6,0.000614
2019-06-01,"Consumer Price Index","Tech II ships",1.034558,27452312719629.6,0.001728
2019-06-01,"Consumer Price Index","Tech III ships",1.004135,3623715294529.65,0.000027
2019-06-01,"Mineral Price Index","High-End Minerals",1.043778,3282941944243,0.015086
2019-06-01,"Mineral Price Index","Low-End Minerals",1.123464,6243765157244.41,0.080917
2019-06-01,"Primary Producer Price Index","Advanced Moon Materials",1.06707,9837607052478.13,0.015316
2019-06-01,"Primary Producer Price Index","Alloys & Compounds",0.758351,103688572.2034,0
2019-06-01,"Primary Producer Price Index","Asteroid",1.096813,2231346090523.01,0.005014
2019-06-01,"Primary Producer Price Index","Blueprint",0.976026,454562965083.584,-0.000252
2019-06-01,"Primary Producer Price Index","Blueprints",0.999999,16399999999.971,0
2019-06-01,"Primary Producer Price Index","Commodity",1.032149,183772936782.757,0.000137
2019-06-01,"Primary Producer Price Index","Datacores",0.923766,1352209283509.39,-0.002392
2019-06-01,"Primary Producer Price Index","Decryptors",1.077662,998156862782.895,0.001799
2019-06-01,"Primary Producer Price Index","Hybrid polymers",0.977456,986431706694.18,-0.000516
2019-06-01,"Primary Producer Price Index","Ice",0.994795,2626411044890.58,-0.000317
2019-06-01,"Primary Producer Price Index","Ore",1.120544,8607221102976.58,0.024085
2019-06-01,"Primary Producer Price Index","Planetary Processed Materials",0.94803,711801063943.965,-0.000858
2019-06-01,"Primary Producer Price Index","Planetary Raw Materials",0.947357,34414259066.1168,-0.000042
2019-06-01,"Primary Producer Price Index","Planetary Refined Commodities",1.02417,557683039795.198,0.000312
2019-06-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.981837,496667170511.234,-0.000209
2019-06-01,"Primary Producer Price Index","Processed Moon Materials",1.073454,692033961284.297,0.00118
2019-06-01,"Primary Producer Price Index","Raw Moon Materials",1.07676,13157474414309.3,0.023444
2019-06-01,"Primary Producer Price Index","Sleeper relics",1.059443,134023588722.725,0.000184
2019-06-01,"Secondary Producer Price Index","Accessories",0.949744,57817260082355.1,-0.027848
2019-06-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.512493,6627609157.4641,0.000032
2019-06-01,"Secondary Producer Price Index","Ancient Salvaged Materials",1.556683,326103469589.85,0.001739
2019-06-01,"Secondary Producer Price Index","Blueprint",0.998773,324378023175.229,-0.000003
2019-06-01,"Secondary Producer Price Index","Blueprints",1.001818,9119583172607.64,0.000158
2019-06-01,"Secondary Producer Price Index","Boosters",0.829423,18130558136.5799,-0.000029
2019-06-01,"Secondary Producer Price Index","Capital Ship Components",0.991029,214788256187.729,-0.000018
2019-06-01,"Secondary Producer Price Index","Commodity",0.927837,10182797050002.9,-0.007042
2019-06-01,"Secondary Producer Price Index","Planetary Advanced Commodities",1.032457,3344465358526.9,0.00104
2019-06-01,"Secondary Producer Price Index","Planetary Commodities",1.009127,124919331368.075,0.00001
2019-06-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.988047,2415126208557.24,-0.000276
2019-06-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.99578,2340029078488.59,-0.000094
2019-06-01,"Secondary Producer Price Index","Salvaged materials",1.070415,14838247391956.5,0.010013
2019-06-01,"Secondary Producer Price Index","Starbase structures",0.964609,969246651255.853,-0.000328
2019-06-01,"Secondary Producer Price Index","Station components",1.308567,175198470465.604,0.000518
2019-06-01,"Secondary Producer Price Index","Tech II construction components",1.030841,2061081397068.83,0.000609
2019-06-01,"Secondary Producer Price Index","Tech III Subsystem Components",1.101314,60716003014.6093,0.000058
2019-07-01,"Consumer Price Index","Accessories",0.938742,183551356681277,-0.023202
2019-07-01,"Consumer Price Index","Ammo",0.985255,8067720024519.63,-0.000245
2019-07-01,"Consumer Price Index","Apparel",0.999178,558638953043.867,0
2019-07-01,"Consumer Price Index","Boosters",0.984713,1440852901761.58,-0.000045
2019-07-01,"Consumer Price Index","Citadels",1.062122,1864782172681.67,0.000239
2019-07-01,"Consumer Price Index","Commodity",0.993212,23188780778443.5,-0.000324
2019-07-01,"Consumer Price Index","Complimentary ships",1.059115,31038623927.8669,0.000003
2019-07-01,"Consumer Price Index","Drone",1.083774,1605993099838.51,0.000277
2019-07-01,"Consumer Price Index","Drones",1.000781,12054718385772.4,0.000019
2019-07-01,"Consumer Price Index","Faction Ships",0.996452,17441955716900,-0.000127
2019-07-01,"Consumer Price Index","Fighter",1.029727,203964014896.014,0.000012
2019-07-01,"Consumer Price Index","Ice Products",1.020829,8830034526802.97,0.000379
2019-07-01,"Consumer Price Index","Implant",0.96254,7020526135020.46,-0.000542
2019-07-01,"Consumer Price Index","Implants",0.985072,25373191557249.8,-0.000781
2019-07-01,"Consumer Price Index","Insignias",0.984029,3297090451980.61,-0.000108
2019-07-01,"Consumer Price Index","Officer Modules",1.055274,51579656655.8066,0.000005
2019-07-01,"Consumer Price Index","Orbitals",1.031725,129791692337.63,0.000008
2019-07-01,"Consumer Price Index","Planetary Infrastructure",1.046274,47172560909.4521,0.000004
2019-07-01,"Consumer Price Index","POS Fuel",1.000105,3704457899990.26,0
2019-07-01,"Consumer Price Index","Scripts",0.892221,11006530921.0857,-0.000002
2019-07-01,"Consumer Price Index","Security Tags",0.929869,499863313099.956,-0.000072
2019-07-01,"Consumer Price Index","Services",0.889076,11435681526246.3,-0.002617
2019-07-01,"Consumer Price Index","Skills",1.007436,13232591204969.9,0.000203
2019-07-01,"Consumer Price Index","SKINs",1.038674,3099953729960.89,0.000247
2019-07-01,"Consumer Price Index","Sovereignty Structures",0.931084,192165829324.763,-0.000027
2019-07-01,"Consumer Price Index","Starbase structures",1.007505,1850313427870.78,0.000028
2019-07-01,"Consumer Price Index","Structure",1.115973,3030918641001.44,0.000725
2019-07-01,"Consumer Price Index","Structure Module",0.992228,2869136061046.92,-0.000046
2019-07-01,"Consumer Price Index","Subsystem",1.043592,2826676282216.36,0.000254
2019-07-01,"Consumer Price Index","Tech I modules",1.021611,69800204667067.1,0.003112
2019-07-01,"Consumer Price Index","Tech I Rigs",1.045728,4009528946082.62,0.000378
2019-07-01,"Consumer Price Index","Tech I ships",1.040406,18332550490026,0.001528
2019-07-01,"Consumer Price Index","Tech II modules",0.997692,15615978216191.6,-0.000074
2019-07-01,"Consumer Price Index","Tech II Rigs",1.046378,12670994312488,0.001212
2019-07-01,"Consumer Price Index","Tech II ships",1.022392,23759169693288.3,0.001097
2019-07-01,"Consumer Price Index","Tech III ships",1.019912,2910110829265.5,0.000119
2019-07-01,"Mineral Price Index","High-End Minerals",1.007108,2703727925249.04,0.002321
2019-07-01,"Mineral Price Index","Low-End Minerals",1.030881,5576081048520.98,0.020796
2019-07-01,"Primary Producer Price Index","Advanced Moon Materials",1.026484,8700691388596.69,0.006423
2019-07-01,"Primary Producer Price Index","Alloys & Compounds",0.738939,95804605.4894,0
2019-07-01,"Primary Producer Price Index","Asteroid",0.995862,2058061164484.01,-0.000237
2019-07-01,"Primary Producer Price Index","Blueprint",1.019946,393887874429.39,0.000219
2019-07-01,"Primary Producer Price Index","Blueprints",0.991744,18644797454.7934,-0.000004
2019-07-01,"Primary Producer Price Index","Commodity",1.23432,175248875446.635,0.001144
2019-07-01,"Primary Producer Price Index","Datacores",0.966149,1392063663995.37,-0.001313
2019-07-01,"Primary Producer Price Index","Decryptors",0.963179,867059155543.181,-0.00089
2019-07-01,"Primary Producer Price Index","Hybrid polymers",0.948956,817166606455.297,-0.001162
2019-07-01,"Primary Producer Price Index","Ice",1.006795,2398525824107.85,0.000454
2019-07-01,"Primary Producer Price Index","Ore",1.00917,4579652362305.46,0.00117
2019-07-01,"Primary Producer Price Index","Planetary Processed Materials",0.955257,578221849147.106,-0.000721
2019-07-01,"Primary Producer Price Index","Planetary Raw Materials",1.046547,27941987456.1858,0.000036
2019-07-01,"Primary Producer Price Index","Planetary Refined Commodities",0.985879,682230538898.663,-0.000268
2019-07-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.997152,471878087618.224,-0.000037
2019-07-01,"Primary Producer Price Index","Processed Moon Materials",1.031662,583476759523.987,0.000515
2019-07-01,"Primary Producer Price Index","Raw Moon Materials",1.058122,12010471876745.2,0.019461
2019-07-01,"Primary Producer Price Index","Sleeper relics",1.008921,114735439714.443,0.000028
2019-07-01,"Secondary Producer Price Index","Accessories",0.940662,50883658865678.8,-0.032557
2019-07-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.335138,25075405104.3422,0.00009
2019-07-01,"Secondary Producer Price Index","Ancient Salvaged Materials",1.046261,702311347556.717,0.00035
2019-07-01,"Secondary Producer Price Index","Blueprint",0.995471,301145850574.323,-0.000014
2019-07-01,"Secondary Producer Price Index","Blueprints",1.003153,7849343411032.77,0.000266
2019-07-01,"Secondary Producer Price Index","Boosters",1.021209,13857340943.2293,0.000003
2019-07-01,"Secondary Producer Price Index","Capital Ship Components",1.060387,193304954709.821,0.000125
2019-07-01,"Secondary Producer Price Index","Commodity",0.990695,8479521123161.4,-0.00085
2019-07-01,"Secondary Producer Price Index","Planetary Advanced Commodities",1.002957,3378731449452.5,0.000107
2019-07-01,"Secondary Producer Price Index","Planetary Commodities",0.988573,119357339682.267,-0.000014
2019-07-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.986338,2075650708341.05,-0.000305
2019-07-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.966351,1866874671334.77,-0.000677
2019-07-01,"Secondary Producer Price Index","Salvaged materials",1.047505,13840942636903.6,0.007089
2019-07-01,"Secondary Producer Price Index","Starbase structures",1.018367,966330113468.624,0.000191
2019-07-01,"Secondary Producer Price Index","Station components",1.016628,179074109255.196,0.000032
2019-07-01,"Secondary Producer Price Index","Tech II construction components",1.063541,1830056483937.63,0.001253
2019-07-01,"Secondary Producer Price Index","Tech III Subsystem Components",1.028751,34052132804.5914,0.00001
2019-08-01,"Consumer Price Index","Accessories",0.886409,157182073405435,-0.037511
2019-08-01,"Consumer Price Index","Ammo",0.96493,8409096220242.37,-0.000619
2019-08-01,"Consumer Price Index","Apparel",0.970644,585468969287.65,-0.000036
2019-08-01,"Consumer Price Index","Boosters",0.959334,1452653229498.12,-0.000124
2019-08-01,"Consumer Price Index","Citadels",0.957514,1889568509876.46,-0.000168
2019-08-01,"Consumer Price Index","Commodity",0.969534,21505502543977.3,-0.001376
2019-08-01,"Consumer Price Index","Complimentary ships",0.937987,32128414132.9843,-0.000004
2019-08-01,"Consumer Price Index","Drone",1.004143,2179851569028.37,0.000018
2019-08-01,"Consumer Price Index","Drones",0.915221,12647225488466.7,-0.002252
2019-08-01,"Consumer Price Index","Faction Ships",1.023056,17891574698056.1,0.000866
2019-08-01,"Consumer Price Index","Fighter",0.972039,230163811077.307,-0.000013
2019-08-01,"Consumer Price Index","Ice Products",0.966125,9867525712822.49,-0.000702
2019-08-01,"Consumer Price Index","Implant",0.931774,7280625592370.51,-0.001043
2019-08-01,"Consumer Price Index","Implants",0.955534,26919043888747.8,-0.002514
2019-08-01,"Consumer Price Index","Insignias",0.847031,3015123644708.81,-0.000969
2019-08-01,"Consumer Price Index","Officer Modules",1.01183,133896345201.045,0.000003
2019-08-01,"Consumer Price Index","Orbitals",1.02653,127947971841.025,0.000007
2019-08-01,"Consumer Price Index","Planetary Infrastructure",0.827631,45362074688.8151,-0.000016
2019-08-01,"Consumer Price Index","POS Fuel",1.015148,3576653268346.49,0.000113
2019-08-01,"Consumer Price Index","Scripts",1.075003,14168319403.0737,0.000002
2019-08-01,"Consumer Price Index","Security Tags",0.918813,441212732599.161,-0.000075
2019-08-01,"Consumer Price Index","Services",0.923222,14782861086929.5,-0.002384
2019-08-01,"Consumer Price Index","Skills",0.941171,13466958184783.2,-0.001664
2019-08-01,"Consumer Price Index","SKINs",0.99607,2955017876473.06,-0.000024
2019-08-01,"Consumer Price Index","Sovereignty Structures",0.926946,158918320186.76,-0.000024
2019-08-01,"Consumer Price Index","Starbase structures",0.984304,1798262747255.63,-0.000059
2019-08-01,"Consumer Price Index","Structure",0.989869,3108934683029.71,-0.000066
2019-08-01,"Consumer Price Index","Structure Module",0.986921,2653571958278.34,-0.000072
2019-08-01,"Consumer Price Index","Subsystem",1.069761,3521133587504.73,0.000516
2019-08-01,"Consumer Price Index","Tech I modules",0.976593,71962884604701.3,-0.003538
2019-08-01,"Consumer Price Index","Tech I Rigs",1.081751,4599913569759.3,0.00079
2019-08-01,"Consumer Price Index","Tech I ships",1.022825,20871276512937.2,0.001
2019-08-01,"Consumer Price Index","Tech II modules",1.005779,17212331057168.7,0.000208
2019-08-01,"Consumer Price Index","Tech II Rigs",1.09966,14454190552508.2,0.003026
2019-08-01,"Consumer Price Index","Tech II ships",1.003483,25327344307763.1,0.000185
2019-08-01,"Consumer Price Index","Tech III ships",1.07108,3667357392740.5,0.000547
2019-08-01,"Mineral Price Index","High-End Minerals",1.031097,2824156998344.53,0.010595
2019-08-01,"Mineral Price Index","Low-End Minerals",0.988389,5464574907373.94,-0.007654
2019-08-01,"Primary Producer Price Index","Advanced Moon Materials",0.995613,8399999572991.91,-0.001041
2019-08-01,"Primary Producer Price Index","Alloys & Compounds",1.162637,60153980.4907,0
2019-08-01,"Primary Producer Price Index","Asteroid",0.935661,1996294897374.42,-0.003631
2019-08-01,"Primary Producer Price Index","Blueprint",0.990908,422904443769.982,-0.000108
2019-08-01,"Primary Producer Price Index","Blueprints",1.007842,19597499999.9986,0.000004
2019-08-01,"Primary Producer Price Index","Commodity",1.117016,182707747078.946,0.000604
2019-08-01,"Primary Producer Price Index","Datacores",0.988952,1322804983526.34,-0.000413
2019-08-01,"Primary Producer Price Index","Decryptors",0.962518,830798575133.106,-0.00088
2019-08-01,"Primary Producer Price Index","Hybrid polymers",1.02042,834539253739.917,0.000481
2019-08-01,"Primary Producer Price Index","Ice",0.962007,2427395162427.49,-0.002607
2019-08-01,"Primary Producer Price Index","Ore",0.950291,5737449813802.76,-0.008063
2019-08-01,"Primary Producer Price Index","Planetary Processed Materials",0.959141,608028166501.741,-0.000702
2019-08-01,"Primary Producer Price Index","Planetary Raw Materials",0.893726,24142008018.3035,-0.000072
2019-08-01,"Primary Producer Price Index","Planetary Refined Commodities",1.026972,576861497484.346,0.000439
2019-08-01,"Primary Producer Price Index","Planetary Specialized Commodities",1.024243,497635839338.401,0.000341
2019-08-01,"Primary Producer Price Index","Processed Moon Materials",1.00489,713498219390.828,0.000098
2019-08-01,"Primary Producer Price Index","Raw Moon Materials",0.932243,10636349925235.8,-0.020375
2019-08-01,"Primary Producer Price Index","Sleeper relics",0.930999,139208851466.148,-0.000271
2019-08-01,"Secondary Producer Price Index","Accessories",0.917215,48539223153070.3,-0.046444
2019-08-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.193205,12822000784.7424,0.000028
2019-08-01,"Secondary Producer Price Index","Ancient Salvaged Materials",1.058234,423722053368.834,0.000285
2019-08-01,"Secondary Producer Price Index","Blueprint",1.001064,369069022996.046,0.000004
2019-08-01,"Secondary Producer Price Index","Blueprints",0.997884,5334519182950.84,-0.00013
2019-08-01,"Secondary Producer Price Index","Boosters",0.808463,12458347392.9812,-0.000027
2019-08-01,"Secondary Producer Price Index","Capital Ship Components",0.964745,262011125688.516,-0.000106
2019-08-01,"Secondary Producer Price Index","Commodity",0.870613,7403329313704.2,-0.011071
2019-08-01,"Secondary Producer Price Index","Planetary Advanced Commodities",1.026497,3186406643689.2,0.000975
2019-08-01,"Secondary Producer Price Index","Planetary Commodities",0.924835,119108526103.083,-0.000103
2019-08-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.98741,2040864250777.7,-0.000296
2019-08-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.969353,1895103456530.08,-0.000671
2019-08-01,"Secondary Producer Price Index","Salvaged materials",1.022583,14074474569406.3,0.003673
2019-08-01,"Secondary Producer Price Index","Starbase structures",0.942996,889104001419.426,-0.000585
2019-08-01,"Secondary Producer Price Index","Station components",0.884643,116519653737.384,-0.000155
2019-08-01,"Secondary Producer Price Index","Tech II construction components",0.99916,1788180275321.08,-0.000017
2019-08-01,"Secondary Producer Price Index","Tech III Subsystem Components",1.178579,51213906928.8011,0.000105
2019-09-01,"Consumer Price Index","Accessories",0.977947,135239269981466,-0.007184
2019-09-01,"Consumer Price Index","Ammo",1.01097,7654731719159.23,0.000202
2019-09-01,"Consumer Price Index","Apparel",0.903925,471682133201.15,-0.000109
2019-09-01,"Consumer Price Index","Boosters",0.938066,1153433043097.01,-0.000172
2019-09-01,"Consumer Price Index","Citadels",0.97457,1475576588372.11,-0.00009
2019-09-01,"Consumer Price Index","Commodity",0.993254,30425345661122.3,-0.000494
2019-09-01,"Consumer Price Index","Complimentary ships",1.033069,25693648594.2749,0.000002
2019-09-01,"Consumer Price Index","Drone",0.976871,1829303215582.06,-0.000101
2019-09-01,"Consumer Price Index","Drones",1.008479,10605900145248.5,0.000216
2019-09-01,"Consumer Price Index","Faction Ships",0.979612,15489148445840.6,-0.00076
2019-09-01,"Consumer Price Index","Fighter",1.06065,234231167098.174,0.000034
2019-09-01,"Consumer Price Index","Ice Products",0.971081,8301950838362.89,-0.000578
2019-09-01,"Consumer Price Index","Implant",0.927371,7022060137212.94,-0.001228
2019-09-01,"Consumer Price Index","Implants",0.963167,21700209183169.9,-0.001925
2019-09-01,"Consumer Price Index","Insignias",0.929404,2589048621332.29,-0.00044
2019-09-01,"Consumer Price Index","Officer Modules",0.941004,37230622763.7728,-0.000005
2019-09-01,"Consumer Price Index","Orbitals",0.997955,137183757274.85,0
2019-09-01,"Consumer Price Index","Planetary Infrastructure",1.03307,49316492249.9627,0.000003
2019-09-01,"Consumer Price Index","POS Fuel",1.002631,3796413169956.2,0.000024
2019-09-01,"Consumer Price Index","Scripts",1.044977,14695595332.5773,0.000001
